ix_left,ix_right,name_left,name_right,street_left,street_right,city_left,city_right,postalcode_left,postalcode_right,duns_left,duns_right,countrycode_left,countrycode_right,y_true
791834ad-aa5b-436a-8979-da54abd3b31f,855117f1-0308-440c-8d02-2bb1dc9c8f43,aha zweckverband abfallwirtschaft r,muttscheller,karl wiechert allee,karlstr,hanover,ulm,30625,89073,,551178689,DE,DE,0
181d12eb-3340-4c4e-8755-ac8da7745f79,878ef369-c0c4-4ef7-aebf-5cdc3ae745e9,dia nielsen gmbh co kg,acmos chemie gmbh und co,1 industriestr,industriestr,duren,bremen,52355,28199,318979739,,DE,DE,0
489551b4-1e70-4006-b173-8f22177288ae,f7117ffa-dadd-4554-9ac1-4e2a96fd0561,wurth elektronik france,ebv elektronik,1861 avenue henri schneider,29 avenue des peupliers,jonage,cesson sevigne,69330,35510,,380646745,FR,FR,0
c42aecca-fb1f-4884-a131-62f40c5c1ade,54f79147-fc5c-4d5f-9404-85e71b61cab7,sogeti high tech,euro engineering,2 av l escadrille normandie niemen,av l escadrille normandie niemen,blagnac,blagnac,31700,31700,287711456,391933496,FR,FR,0
56828152-b395-4e1b-815e-c8b5ffeeeaa5,797f6d28-bfe9-4cf0-86b8-7f0d72daba10,futronic gmbh,rutronik,tolnauer str,industriestr,tettnang,ispringen,88069,75228,031612328,312776222,DE,DE,0
dbf54700-b5e1-462e-842e-89aed301651d,094d3c39-c34d-43a1-8cad-0ae4dd6ea74e,krueger raumausstatter,krueger raumausstatter,693 konigswinterer str,693 konigswinterer str,bonn,bonn,53227,53227,,,DE,DE,1
424803ef-a428-46eb-999b-d68429aedf5d,3c6e8c4f-385b-4f6d-b7e3-9464ca9ff66c,tulli elettronica di tulli marcello,neroni mameli srl,via francesco gai,via francesco paolo michetti,rome,rome,196,155,,,IT,IT,0
ddd07b3e-d081-4a6b-9e92-c8e765b75d20,378f4784-f0d7-4fe6-a7ff-67d39d61b980,vtr,vtr verbindungs techniken,43 steinheide,43 steinheide,tonisvorst,tonisvorst,47918,47918,342438298,,DE,DE,1
70145d3e-a66f-4885-9df7-1d1cfc65673b,5630c451-c803-4de9-b4d4-c283d0d50214,muetron mueller gmbh co kg,zentro elektrik gmbh kg,theodor barth str,7 hhenstrae,achim,eisingen,28832,75239,,003165552,DE,DE,0
819eebf4-8b00-4d79-b6c0-0ff93fdd1bde,be5a8f99-b3aa-4728-9d14-ad8050fbdd2f,sogeti high tech,sogeti france,13 rue andre villet,avenue de l escadrille normandie nimen,toulouse,blagnac,31030,31700,260806277,280473054,FR,FR,0
98373637-5a2d-44ef-acec-28874868d1d7,49c17700-8734-4073-a8cc-d5a71228bf53,insa sa,deinsa,34 paseo del pintor rosales,14 20 calle de las salinas,madrid,ontigola,28008,45340,478818925,,ES,ES,0
e268e671-a972-4436-a92d-6c0e94ef0f8a,1ea968b3-3de2-4980-ae7d-d0b3541fd4ae,dga techniques aeronautiques,dga techniques aeronautiques,rue saint jean,47 rue saint jean,balma,balma,31131,31130,263974591,263974591,FR,FR,1
6d6d1d3f-2467-4efb-8f73-cf4c8508e3a6,8d4daff3-a60f-427c-ba3b-7b81c6678566,isocel management conseil,fx conseil fx conseil fx conseil,du lac ii,7 rue saint dominique,bordeaux,paris,33300,75007,762822153,,FR,FR,0
f704e1f0-b240-4461-a741-b41b5c30b476,6097f4c6-8515-41fb-b5e5-549c81140848,bildungswerk der wirtschaft hamburg,bildungswerk der wirtschaft hamburg,10 kapstadtring,10 kapstadtring,hamburg,hamburg,22297,22297,,,DE,DE,1
ab6b811a-a27b-4bb9-b0be-a819046dd4e4,b07ea532-49be-4f2c-b596-5c6cd84f292a,aalco metall ltd,ig metall,12 aindlinger str,13 riedleparkstr,augsburg,friedrichshafen,86167,88045,324899095,313206864,DE,DE,0
e121ab94-95a9-443c-b40e-3d8f60edd40d,4fbf5626-06b0-4393-ac72-51e2e3256ac0,pz planen und zelte gmbh,hq patronen gmbh,5 aindlinger str,glsinger str,augsburg,seevetal,86167,21217,,341131705,DE,DE,0
2fb5a40d-d134-44df-8b53-880b1eb31086,22cafa33-477e-4981-839a-75224a1b6701,sahin electronic,sahin electronic,1 salzburger str,salzburger str,munich,munich,81241,81241,327867664,,DE,DE,1
d23b2dac-e7e3-4390-a895-4b205d05e976,af755adb-0ea3-4654-9834-c4fde58a8b9d,aaf sa,compass group france,avenue de paris,200 avenue de paris,vincennes,chatillon,94300,92320,,076879626,FR,FR,0
ff41fd50-cc82-4173-93ad-f2a0bd6a3a34,e8695ac0-8ef8-4bd1-bbfb-36009497d10a,koki deutschland,cadilac laser gmbh,haderunstrae,herderstr,munich,albstadt,80000,72459,,,DE,DE,0
54939dc0-69ab-4130-acc1-a9ee369282bf,bd9a83b4-f962-41d3-a12f-c20f8f2201ba,polizeidirektion ravensburg,kroeplin gmbh,97 gartenstr,50 gartenstr,ravensburg,schluchtern,88212,36381,,331638853,DE,DE,0
a6cfdb78-c9d9-484b-b093-6a16383c21d2,c3d0d9b2-c7f7-42c8-9c58-7b4771a8dff0,vg wort,vg wort,untere weidenstrasse,untere weidenstrasse,munich,munich,81543,81543,326517216,319649125,DE,DE,1
4e8e253b-0731-4ade-8eab-e61ac2e517cf,78299675-fb87-4415-9d0f-4ddaa2fc7f9c,witas gmbh,iftas gmbh,35 stiftstr,11 ahrain,minden,fischbachau,32427,83730,323514612,341513064,DE,DE,0
878b2071-ff9d-4dbc-bcdc-44a71973d443,59670c67-ea2d-44e7-93d7-98e11467f9a3,slv schweisstechnische lehr,herwe chemisch technische,37 schachenmeierstr,16 20 kleines feldlein,munich,sinsheim,80000,74889,,312504247,DE,DE,0
4785cf9e-719c-4eb3-8d89-f93f1a6109d7,588c0c4a-60c0-42f1-9888-a822ea75b9bf,fischers,fischer pierce,10 am hirschbach,8 frst maximilian str,gundremmingen,kilegg,89355,88349,342880072,322962465,DE,DE,0
ba5c212c-75c3-4a52-b01c-051afd7dfac0,82d2f7d0-72f0-481a-be43-262d57da44dd,ralf michael mohr,ralf michael mohr,2 rosenstr,2 rosenstr,ziegendorf,ziegendorf,19372,19372,,312585066,DE,DE,1
6b1b704a-154c-4d01-aef4-e36eb3871112,470133e7-bcc9-4e7b-91ae-977d2f30b1af,copelbe,thales services sas,16 rue grange dame rose,20 22 rue grange dame rose,velizy villacoublay,velizy villacoublay,78140,78140,263896649,765418819,FR,FR,0
9763015e-fb63-43ca-a878-07065c356d00,15222034-3097-4f09-ba53-4e59a69b817a,rochester electronics,grass roots group uk ltd,fenice court,court,saint neots,tring,pe19,hp23,,,GB,GB,0
0f105f6e-ace8-4d35-8cd7-3f623e42a7c0,0ab9155a-2707-442a-9c9a-f6adb7d3717a,herdt verlag fuer bildungs,vde verlag gmbh,21 25 am kmmerling,58 goethering,bodenheim,offenbach,55294,63067,343058111,,DE,DE,0
1289d400-982e-4644-95d2-f820b7e969a5,5bb5fb46-9dfe-4bb2-8e55-bb3d93b7e086,febrotec gmbh,acla werke gmbh,76 frankfurter str,142 190 frankfurter str,halver,cologne,58553,51065,319710398,315305078,DE,DE,0
a7a163a4-eb5e-45a2-acde-597d99227959,8c071814-2bec-4693-b5bc-524d149161f2,ge aviation systems ltd,ge aviation systems ltdcustomer services,evesham road,evesham road,cheltenham,cheltenham,gl528sf,gl528sf,,211207784,GB,GB,1
6a0fa6cd-c814-4d39-926e-4445f25ac405,e6950a84-487a-44b5-be32-50523b84202f,temai ingenieros,temai ingenieros,10 calle de rivas,10 calle de rivas,coslada,coslada,28821,28821,,,ES,ES,1
4d1232f4-a66e-47b2-92e3-ddd862fffc0d,6bab6c1d-9eb5-4dbf-a5a4-a0b704c5a6c1,m isabel nieto ramirez,indra sistemas s a,1 calle gabriel garcia marquez,1,bollullos de la mitacion,sanfernandodehenaresmadrid,41110,28830,,474402919,ES,ES,0
1e38f6fd-8f38-488c-b250-d63f66532acc,0314d9ea-fff0-43ce-ae77-09b383f9bea8,hq patronen gmbh,weber hw,21 23 am bauhof,am,seevetal,ramerberg,21218,83561,341567119,,DE,DE,0
3c19d4df-9424-4753-815d-a11a57a6c12b,8a6914d3-f385-4d08-84a5-a9ea5a6a5f69,flughafen leipzig halle gmbh,flughafen leipzig halle gmbh,terminalring,terminalring,schkeuditz,schkeuditz,04435,04435,,330611666,DE,DE,1
6dd6ba94-2dd4-4890-a801-5108305fdab8,2123a6a1-b38a-4842-a87e-980353de4e72,ergodata gmbh,adalbert zajadacz gmbh,lessingstrae 27,lessingstr,dresden langebrrck,thedinghausen,1465,27321,330457995,,DE,DE,0
3009cbca-f818-4e19-b4eb-cdaa5b0c693d,e2d9fca1-e122-4daa-ad9e-438138dad626,ge measurement control,roxspur measurement and control ltd roxspur measurement and control ltd roxspur measurement and control ltd,fir tree lane,2 downgate drive,groby,sheffield,le60fh,s4 8bt,,,GB,GB,0
c00511a4-743c-4325-9045-ff1bdf411eab,5b8c8711-ef5c-4d7e-b9e5-a9f9e415affd,selex es ltd,selex es ltd,crewe road north,crewe road north,edinburgh,edinburgh,eh5 2xs,eh52xs,,,GB,GB,1
ec8b00e5-f577-46b8-8fe5-e365b0d09f55,08798f70-87df-48a5-9dee-6f0460e60429,hamilton sundstrand,hamilton sundstrand,cl4747 harrison ave,7002 po box,rockford,rockford,61125,61124,611017299,051079937,US,US,1
0167f9b6-b5bf-4858-8341-0e3b009f3cb8,79591800-b23a-4ac5-a9a5-538f67c7cb23,cz handels gmbhcomputer zubehoer,hamburger drahtseilerei,7 klaus groth weg,klaus groth str,delmenhorst,bad oldesloe,27753,23843,326449048,318119823,DE,DE,0
8e9f45d7-e981-4a0b-bdd3-c35982c1fd0e,079ddbe3-022e-41f7-8d49-4c947ec45880,buchhandlung gerd stiebert,microsens gmbh co kg,kupferstr,kfer strae,ingolstadt,taben rodt,85049,54441,,314604315,DE,DE,0
df9c740e-1f61-44a4-93d2-58ce6907fd9b,df39a4da-bd78-45b8-bda6-42724a7a745a,bit graphik marketing,bsh bosch siemens hausgeraete gmb,carl benz str,carl wery str,owingen,munich,88696,81739,,315531558,DE,DE,0
1a2538df-33db-4f02-b0ff-c17198074bf1,d1d8f03c-cd41-40f8-a39e-c384c6922744,mel aviation ltd,ge aviation,60 woolmer way,hatherley lane,bordon,cheltenham,gu35,gl51 0tp,,211207784,GB,GB,0
e67441ba-c61a-4e50-ae15-61401e231568,ffaaef1a-7a38-4815-b20c-1e78fd23203d,ma componentes sl,consur sa,pg el pino calle,pg industrial el pino s n,seville,seville,41016,41016,,,ES,ES,0
60b92a14-50ac-43ea-8626-c0274f76b6be,1360d594-2258-40cc-9476-c14c07eedbf0,edmund optics ltd,kd optics ltd,1 opus avenue,walsford,york,wetherby,yo26 6bl,ls22,,543752885,GB,GB,0
a3d63f5d-a404-47cb-912d-df09b9c99bae,97e8805b-971d-487c-8691-657b47a520b8,suse online shop,online gmbh,4 an der hasenjagd,5 martinsheide,remscheid,bremen,42897,28757,320813942,342798493,DE,DE,0
be905644-da4e-404c-8961-fa4d3cee0e77,ccd2833d-cc9a-4817-a820-23c38cf21483,tierra tech sl,industria de turbo propulsores sa itp,pq empresarial de morero,pq empresarial,,san fernando,39611,11100,,,ES,ES,0
e86664b8-d4ef-40bc-8a34-7139b3b94b8b,5c2fbe67-3baa-4bc5-a296-890930c1cc8b,klever gmbh und co kg,kemper gmbh,20 hauptstr,20 von siemens str,aham,vreden,84168,48691,326107463,341774348,DE,DE,0
39b835d7-df98-4ff1-b4e5-572951818a8c,5a1a977f-d3b7-4ec5-b686-6fd69d7c4bb5,relats sa,indra sistemas sa,s n carrer priorat,calle s,caldes de montbui,alcobendas,08140,28108,460034838,462009655,ES,ES,0
c5f81518-76a2-4cf2-9d01-a59ff2ec86b3,15ddb77a-d95a-4c89-b847-c247117a143a,ge aviation systems ltd,ge aviation systems ltd,bishops cleeve,bishops cleeve,cheltenham,cheltenham,gl528yb,gl52 8yb,,211207784,GB,GB,1
f3020ce6-f5c1-47cf-b904-ea2f014012cf,27f4d8de-4a17-4325-8a73-34c9e30a0344,linde technische gase gmbh,linde technische gase gmbh,70 seitnerstr,70 seitnerstr,pullach,pullach,82049,82049,329252832,,DE,DE,1
536d4a08-8f02-4ec5-9b7d-e02fa09beb6a,b507374f-c1e9-4d99-bf80-39c889e17092,ge aviation,ge aviation systems ltd,arle court,arle court,cheltenham,cheltenham,gl51 0tp,gl51 0tp,505518316,211207784,GB,GB,1
b7dff1be-1a2e-4558-8609-262abe35fdd7,0472d735-b408-4d20-9209-858c5ac35232,mayre sc,mayre sc,5b calle lopez de legazpi,5 b calle lpez de legazpi,seville,seville,41008,41008,,474119414,ES,ES,1
e303f71e-e3a8-493b-ac94-e6e2567c3c47,b95dc29b-849b-4cea-903a-c2705c0b9efc,dawson france dawson france dawson france,sn apilog automation,3 rue galvani,3 rue galvani,massy,massy,71250,71250,,274042097,FR,FR,0
c204c7b7-66fd-4e55-99a4-abf647dd6b3c,b085574f-6e3b-409d-a505-ee51fd29f739,l amphitryon restaurant,euraconcept,chemin de gramont,chemin de bert,colomiers,saint nazaire,31770,44600,779097252,260445372,FR,FR,0
7deb146f-57f9-4a7b-b05f-1784c677bdf1,ee742779-4788-4728-8d37-b31dd9bc426b,smiths aerospace electronic systems,cesg,cheltenham,cheltenham,cheltenham,cheltenham,gl528sf,gl525ve,,,GB,GB,0
9e0a9062-681c-4e67-9dc2-c8c5fe20db5d,9b611972-c939-4ddb-84b6-54090d1ba0d6,dynamic systems gmbh,geramond verlag gmbh,11 inninge str,11a infanteriestr,worthsee,munich,82237,80797,,329231971,DE,DE,0
93fc7732-8d11-40df-b0c5-e014b0ca4864,f4d4681f-8376-4af3-9b23-0861e5d9cf9a,akka aeroconsiel ltd,national composites centre,bristol,bristol bath science park,bristol,bristol,bs347pz,bs167fs,,,GB,GB,0
3024ec6d-03a6-4174-9389-8108eeb9fd57,0e53f261-944a-48ba-badb-6ba6e48b0086,vvg befestigungstechnik gmbh co,vvg befestigungstechnik gmbh co,friedrich wohler str,friedrich wohler str 44,neumunster,neumunster,24536,24536,,344111257,DE,DE,1
225abc01-a570-4716-9c1e-d2661e9655ab,f714494d-2963-4158-95c6-c62221e154b7,marconi selenia,msc marconi selenia,1a via a negrone calda,viale dell industria 4,genoa,pomeziarm,16153,00040,339927545,,IT,IT,0
646c5c56-169f-402f-9a4c-df6fe6ca92f4,b1120134-9729-48c8-8e80-f6dd7e2a19a3,sogeti high tech,sogeti high tech,3 chemin de laporte,bp n 90076,toulouse,blagnac,31300,31700,287711456,287711456,FR,FR,0
3a18bde8-5a05-4f02-9d42-1c4fc74bc3ff,3d59e724-a0f8-4422-99e8-04adfbb8ba7b,koki deutschland,koki deutschland,haderunstrae,haderunstrae,munich,munich,80000,80000,312517723,,DE,DE,1
78b4a267-3adf-46a8-afc9-35d8f07e5b14,0c1c75cf-5379-42d8-b388-8e07b4be4e85,buerklin ohg,buerklin ohg,80 am wehrhahn,grunwalder weg,dusseldorf,oberhaching,40211,82041,316757657,,DE,DE,0
e6e0f237-a9a0-4b65-a55e-1d6c23c7aa18,d8fa1b69-823b-4456-b13d-5235988514ae,fako heinrich a anton,fako,suderstr,15 peutestrae,hamburg,hamburg,20537,20539,,340213235,DE,DE,0
e6f50811-8c52-4d06-b5ec-92e16014ca1d,cdce911f-4bce-4476-a662-55e0044eb60f,performance plastics products 3p performance plastics products 3p performance plastics products 3p gmbh,esz ag calibration metrology,27 max planck str,16 max planck str,karben,eichenau,61184,82223,,324423771,DE,DE,0
79a01cd7-54d0-4e50-879e-d8054dbfc871,ee39cba2-f3d4-49cb-abf2-ec61e38f2fd9,weinmann emt gmbh co kg,ws weinmann und schanz gmbh,12 frohbase str,beethovenstr,hamburg,balingen,22525,72336,,317326445,DE,DE,0
42c3820a-91c4-4c0d-b0ec-f1c69ed33e1e,2cf23ea5-31ad-45e5-9306-8181eddf6fdd,java user group stuttgart ev,biko bildungskooperation regionen,schanaicher str,schillerstrasse,stuttgart,ludwigsburg,70597,71638,,340562058,DE,DE,0
50a496d2-6cf5-4dbc-af7c-f998aa6126a2,e303f71e-e3a8-493b-ac94-e6e2567c3c47,dawson france,dawson france dawson france dawson france,3 rue galvani,3 rue galvani,massy,massy,71250,71250,277316121,,FR,FR,1
6bec18c7-85c3-473a-a6ae-f6a5cabb697a,ba862665-af06-4bf7-a7ff-409ed17e7783,sealershop gmbh,cad electronic gmbh,siemensstr,siemensstr,kleve,landsberg am lech,47533,86899,312678741,326957883,DE,DE,0
de51d1e5-d11b-4304-af25-bb43649d5b87,13139ba6-4ff2-4c40-b4f6-b140d18b56d7,von roll uk limited,meggitt control systems birmingham,wharfedale road,wharfdale road,bradford,birmingham,bd4 6sg,b11 2dg,021309974,236017922,GB,GB,0
65f1dcb1-357d-4ee2-8dbc-79b1bad4ce5c,1b8c6fa1-cd31-4c2a-8539-b89aa806ef05,srtechnics,ags mudanzas internacionales sl,calle de mario roso de luna,29 calle de mario roso de luna,madrid,madrid,28022,28022,,472079334,ES,ES,0
3e254c40-3b26-4633-8cb2-da0877d48c98,f8e96ff0-ddd7-4591-b748-d353b9bb73c5,hahnkolb werkzeuge gmbh,hahn kolb werkzeuge gmbh,schlieffenstr,50 borsigstr,ludwigsburg,stuttgart,71636,70469,,343074233,DE,DE,0
782a5b93-8c1d-49f2-89a4-6252c0f4dd38,b2eb19f4-89aa-4ea6-85d7-95cb05cf9afc,3p gmbh,3p engineering gmbh,27 max planck str,1 marie curie str,karben,oldenburg,61184,26129,537523854,329440767,DE,DE,0
a32da5d0-d4f9-4c50-8cea-d67ee879b66a,ee2457f9-a666-4fad-ae0f-6f46c11dab78,druck ltd,ge sensing,fir tree lane,fir tree lane,groby,groby,le60fh,le60fh,,,GB,GB,0
430107b3-24c5-464e-937b-6605b684ef65,20082566-e73c-49a1-a0da-53c97bda917f,mewa textil mietservice,delta computer,4 tiergartenstr,4 rntgen str,meisenheim,reinbek,77974,21465,,031634716,DE,DE,0
546c2c52-71cd-4880-ad20-e0e9a0ff2cc6,6b0146ff-c243-488a-a0ac-60bc6ce221cd,licatec gmbh,centa antriebe,7 erzstr,7 bergstr,brand erbisdorf,haan,9618,42781,330944281,,DE,DE,0
4fbf5626-06b0-4393-ac72-51e2e3256ac0,36144151-6424-4783-9576-d5bb3a3eb8fa,hq patronen gmbh,svt brandschutz,glsinger str,86 glsinger str,seevetal,seevetal,21217,21217,341131705,340781133,DE,DE,0
d2400b13-0316-4d80-8a1f-e5547173e3c5,f4e1fcb6-6871-486d-837a-37ef58677649,dgfp deutsche gesellschaft,deutsche messe ag,16 niederkasseler lohweg,messegelnde,dusseldorf,hanover,40547,30521,316827112,315766592,DE,DE,0
111f4fbf-e9c3-4556-9b47-a8aaf30f18a1,f109bfdf-2e07-4f9a-8cb0-29d541b21fd5,polytec pt gmbh,airshop vetter luftfahrtbedarf,polytec platz,flug platz,waldbronn,pritzwalk,76337,16928,,,DE,DE,0
f7da5ee1-7c3f-4d8d-b644-d01791d1793d,2d18f2ab-5d8c-4b5e-8629-36566a71e810,e a elektro automatik gmbh,j schneider elektronik gmbh,31 37 helmholtzstr,helmholtzstr,viersen,offenburg,41747,77652,344304634,317794907,DE,DE,0
20e3c794-c70b-4363-9823-4557eaa9aa34,d197cb5e-cd64-4725-9df2-2f6cb74c544c,korntex gmbh,av networks gmbh,9 theodor heuss str,theodor heuss str,stuttgart,leipheim,70174,89340,341704754,,DE,DE,0
1e38f6fd-8f38-488c-b250-d63f66532acc,48784f03-db92-4ea2-9e2c-adb6ed5d6719,hq patronen gmbh,bilfinger hsg fm as gmbh,21 23 am bauhof,am,seevetal,cologne,21218,50667,341567119,,DE,DE,0
34152c07-9982-44fd-8e76-075b6675e403,3cf84142-1095-4ffe-856a-bbad07b827b6,buerklin ohg,farnell electronic,30 grunwalder weg,30 grnwalder weg,oberhaching,oberhaching,82041,82041,,324335611,DE,DE,0
2b288390-f72b-4cdb-8a3b-ccac1cbce1fa,a051b685-b50d-455c-a249-4e43e84795c5,swansea university,the university of westminster,singleton park,2nd,swanseasa28pp,london,sa2 8pp,w1w6xh,232227629,,GB,GB,0
7dc68a9d-2c98-4797-b936-bae1fee23395,b4291e9f-e43e-4926-b5c2-812b3a25ddec,los caracoles,los caracoles,60 calle rosario,60 calle rosario,gijon,gijon,33201,33201,,474582678,ES,ES,1
78b4a267-3adf-46a8-afc9-35d8f07e5b14,fa8258f7-8f76-476e-bec7-ad2fe287ab28,buerklin ohg,klh security gmbh,80 am wehrhahn,70 am wehrhahn,dusseldorf,dusseldorf,40211,40211,316757657,329975916,DE,DE,0
e3cc5842-c0a0-40ce-87c3-1b888a555ed3,fd23adb9-c97f-45e1-8948-3144013ec93e,medtronic gmbh,medtronic gmbh,20 emanuel leutze str,20 emanuel leutze str,dusseldorf,dusseldorf,40547,40547,031810795,344501978,DE,DE,1
95f31722-137b-4d41-91e8-53ff8cbb9c50,976aef87-68a1-48cc-b657-cb14b6828d7b,galileo avionica spa,galileo avionica,2 via dei castelli romani,35 via albert einstein,pomezia,campi bisenzio,00040,50013,,435601446,IT,IT,0
00d11a3d-e838-46cb-bee3-c0358d243bf5,cb160788-6d4c-48f5-a359-332e4d57cd26,morgui clima sl,msa spain slu,11 13 carrer monturiol,7 carrer narcis monturiol,badalona,santjustdesvern,8918,8960,565061678,,ES,ES,0
cb90cde0-af35-4b0c-b559-e88b806ec09d,18a9b943-71fd-4492-b8ae-3113f7f21e97,framos imaging solutions gmbh,framos gmbh,zugspitzstr,2 mehlbeerenstr,pullach,taufkirchen,82049,82024,,,DE,DE,0
077fdf56-c5a5-48f1-becc-109898779b07,6e01f520-d285-49c8-b785-49e99caa9fb7,ratioplast gmbh,carney gmbh,9 spitalwaldstr,96 westerwaldstr,schwabach,wutha farnroda,91126,99848,,,DE,DE,0
92c50f3e-7a54-433f-88a5-22f930b1d9ae,bc538853-9dde-4582-b1ee-051eafe942d8,medicom service e k,strher druckerei verlag,13a wankelstr,h h warnke strae,korschenbroich,celle,41352,29227,,,DE,DE,0
4f8f68cd-e13d-4032-917d-eca95a023178,f4f1b345-3527-4684-9c42-39d82d97f6e3,renewa ingeniero sl,renewa ingeniero sl,11 avenida ribera de axpe,11 avenida ribera de axpe,erandio,erandio,48950,48950,,460012613,ES,ES,1
551a20a0-0def-48e1-bfea-cb5f30b639ce,22569638-cdec-48ab-b781-f66d4652eabe,essentra components gmbh,moss express gmbh,lauterbachstrae,19 lauterbachstr,geretsried,geretsried,82538,82538,,,DE,DE,0
58a42eee-c7ed-40c9-8f7c-7392679388d0,278ce00c-5b27-48ee-acf8-a5bb1f3e10e7,heider druck gmbh,deuta werke gmbh,pfaffrather str,140 paffrather str,bergisch gladbach,bergisch gladbach,51465,51465,,341562307,DE,DE,0
87f5d711-033d-483b-9fb0-b6d6309f473f,9c20d524-fed3-459d-9836-5d6cd9e27ca0,zarm technik ag,verified systems international gmbh verified systems international gmbh verified systems international gmbh,am fallturm,1 am fallturm,bremen,bremen,28359,28359,537384638,,DE,DE,0
81ff1e9f-0c0d-417f-b4ed-9323d24d4971,290f2993-e2f5-4da0-b5ba-9ed464b7603d,elettronica gmbh,elettronica gmbh,10 am ham bruch,10 am hambuch,meckenheim,meckenheim,53340,53340,,315996603,DE,DE,1
28874a33-cb76-4a3d-8d25-4542c38f44cd,87f5d711-033d-483b-9fb0-b6d6309f473f,zarm technik ag,zarm technik ag,am fallturm,am fallturm,bremen,bremen,28359,28359,,537384638,DE,DE,1
787940de-0e47-4b50-9eda-75591b01ef6b,3b7341ce-0a70-45fd-bb74-c09dcbdd076b,marconi selenia communications spa,marconi selenia communications spa,1a via ambrogio negrone,1a via ambrogio negrone,genoa,genoa,16153,16153,440028405,,IT,IT,1
ea0d41e6-decb-45c6-9787-c5f654aec914,cea29bd6-0172-4343-b0b9-d006b3a2ca95,airflow lufttechnik gmbh,bals elektrotechnik gmbh co kg,21 kleine heeg,burgweg,rheinbach,kirchhundem,53359,57399,318818127,317074672,DE,DE,0
e036ab79-3205-4c1f-8739-53e6c6f8b2bb,6694cef8-c256-4ead-bb58-b9e9a7bd15f1,otto roth gmbh co kg,roth gmbh und co kg,rutesheimer str,28 zusamstr,stuttgart,augsburg,70499,86165,315483297,313234338,DE,DE,0
720277b6-0db4-440b-8f57-3755d0a66688,4eb0ae85-5b8d-4acd-b4fa-4fe4d35e21ae,cif,cif,11 rue charles michels,11 rue charles michels,bagneux,bagneux,92220,92220,,266764158,FR,FR,1
1a6ccbe5-5e23-4cd3-b567-8366ac84c500,2324faf7-cfb0-47a5-839e-7df844ea6852,vri gmbh,interflex datensystem gmbh,wilhelm maybach str,maybachstr,ellwangen,hildesheim,73479,31135,,344563601,DE,DE,0
5be8345b-c202-4ef6-b4d7-057e4e31e860,26f1006c-7e28-43fd-989f-03ec95177cc4,easy elox,easy elox,86 ganghoferstr,86 ganghoferstr,munich,munich,80000,80000,,,DE,DE,1
e8ae025e-b4ff-42af-8c3d-b8d20e0e8e91,14891e2e-4b12-44ee-a41f-658db25fd729,selex es ltd,selex es ltd,2 crewe road north,christopher martin road,edinburgh,basildonessexss143el,eh5 2xs,ss14 3el,023226769,504381468,GB,GB,0
7ce3ca3c-e0a4-4867-8055-2e54facf61fe,8a9e4ab1-b635-4926-be7d-38bcb80ba489,medicare biomedizintechnik gmbh,mk medizintechnik,lohkamp,120 primelstr,langenhagen,puchheim,30855,82178,315702733,,DE,DE,0
e3cc5842-c0a0-40ce-87c3-1b888a555ed3,290f2993-e2f5-4da0-b5ba-9ed464b7603d,medtronic gmbh,elettronica gmbh,20 emanuel leutze str,10 am hambuch,dusseldorf,meckenheim,40547,53340,031810795,315996603,DE,DE,0
d22b2cb0-9587-4bd4-a29d-ab11927944e4,5630c451-c803-4de9-b4d4-c283d0d50214,zentro elektrik gmbh kg,zentro elektrik gmbh kg,7 hahen strae,7 hhenstrae,eisingen,eisingen,75239,75239,003165552,003165552,DE,DE,1
149303db-da40-460a-9665-eef86ed8f2ea,89be0eea-bb54-4958-ba34-685efb35a02d,casa compras,ingelmaf sl,calle la mata,11 3 calle de navalmoral de la mata,seville,madrid,41002,28044,,,ES,ES,0
01906e48-32d7-45be-b3bb-600a3150f5f1,83a3c2c3-0c05-40fd-8960-d970aee447f4,mohawk rubber,mohawk rubber,industrial trce,industrial trce,alpharetta,alpharetta,30004,30004,,,US,US,1
a9b7c40b-6448-407b-89f9-a7d0b040a6ea,ec3c8752-6da6-4ef5-b61f-f0321007b416,selex sensors and airborne systems,selex es ltd,2 crewe road north,crewe road north,edinburgh,edinburgh,eh5 2xs,eh5 2xs,023226769,023226769,GB,GB,1
218daa95-d7f0-457e-a789-652ebeac0c28,6a7c49ab-cd80-4e67-a79a-8a59eb3cda2a,busse design engineering gmbh,hpc ag,18 nersinger str,16 nrdlinger str,elchingen,harburg,89275,86655,,327960779,DE,DE,0
6537b899-866f-4456-a542-0c0eb4718a57,cf08af7f-4711-483c-b710-51f6dbb0ed90,utc aerospace systems,atlantic inertial systems inc,250 knotter dr,250 knotter dr,kansas city,cheshire,64101,06410-1137,041668195,041668195,US,US,1
5777e1a9-6036-4bfb-8da7-8be88e78f47b,64472920-93ee-473c-9a5d-8561ff9cc11b,adriana flores y cosas,suministros de cartagena,11 calle ramn y cajal,0026 calle ramn y cajal,getafe,cartagena,28902,30204,460916933,464195684,ES,ES,0
5c91b347-a801-4eb4-a917-6caced005db8,2394bb98-fa92-4a6c-82b7-4b468270cf82,phoenix contact hmi ipc,phoenix contact gmbh co phoenix contact gmbh co phoenix contact gmbh co,29 kurze str,8 28 flachsmarktstr,filderstadt,blomberg,70794,32825,,,DE,DE,0
